NAZIV PROIZVODA,ŠIFRA PROIZVODA,MARKA PROIZVODA,NETO KOLIČINA,JEDINICA MJERE,MALOPRODAJNA CIJENA,CIJENA ZA JEDINICU MJERE,MPC ZA VRIJEME POSEBNOG OBLIKA PRODAJE,NAJNIŽA CIJENA U POSLJEDNIH 30 DANA,SIDRENA CIJENA NA 2.5.2025,BARKOD,KATEGORIJA PROIZVODA
REZANCI RIŽINI PAD T. 250 g SHAN SHI,90970544,SHAN SHI,0.25 kg,ko,3.45,13.8,,,3.45,9002600282214,HRANA
SET PANETTONE I NAMAZ BAJADERA 787 g,90970584,BAJADERA,0.79 kg,ko,10,12.71,,,39.99,3850102017089,HRANA
KEKS FINESSE BADEM PVC 600 g,90935050,FINESSE,0.60 kg,ko,2,3.33,,,4.99,3850334440389,HRANA
LISNATO TIJESTO 450 g LEDO,90960368,LEDO,0.45 kg,ko,,4.42,1.99,2.49,2.49,3850116068855,HRANA
PUSLICE MALINA 100 g FANOLA,90960374,FANOLA,0.10 kg,ko,2.99,29.9,,,2.99,3859888257351,HRANA
PRALINE MILKA KUGLICE 100 g,90974826,MILKA,0.10 kg,ko,0.5,5,,,2.79,7622201795603,HRANA
MASLINE CRNE GARDEN GOOD 700/400 g,90935011,GARDEN GOOD,0.40 kg,ko,,6.73,2.69,2.69,3.19,3850334441065,HRANA
BOMBON HARIBO HARRY POTTER 85 g,90955101,HARIBO,0.09 kg,ko,1.59,18.71,,,1.59,4001686017890,HRANA
MUSLI QUARK VOĆNI MIX 375 g EXQUIS,90975283,EXQUISA,0.38 kg,ko,1.99,5.31,,,1.99,4019300171521,HRANA
KEKS TUTKU KAKAO KREMA 120 g ETI,90930142,ETI,0.12 kg,ko,1.49,12.42,,,1.49,8690526387994,HRANA
VAFL MANNER JABUKA CIMET 185 g,90970636,MANNER,0.19 kg,ko,0.5,2.7,,,2.39,9015810000608,HRANA
ADVENTSKI KALENDAR KIT KAT 208 g,90974667,KIT KAT,0.21 kg,ko,2,9.62,,,13.99,8000300408690,HRANA
KAVA MLJ CLASSIC BARCAFFE 300 g,90949949,BARCAFFE,0.30 kg,ko,6.99,23.3,,,6.99,3838471054874,HRANA
MAMINI MLINCI S JAJIMA 400 G,90954839,MAMINI MLINCI S JAJIMA,0.40 kg,ko,1.99,4.98,,,1.99,3859894334015,HRANA
SUHO GROŽĐE 200 g Š EXTRA,90964679,ŠAFRAM,0.20 kg,ko,0.99,4.95,,,0.99,3859892109882,HRANA
PAHULJICE NESQUIK 450 g 20% GRATIS,90974927,NESTLE ŽITAR,0.45 kg,ko,4.49,9.98,,,4.49,5900020049018,HRANA
POLI CLASIC 350 G PERUTNINA,90950036,POLI,0.35 kg,ko,,8.54,2.99,2.99,2.99,3850220431026,HRANA
MAK GIBANICA 430 g MLINAR,90955215,MLINAR,0.43 kg,ko,7.49,17.42,,,7.49,3856028407942,HRANA
BOMBON SOUR BLAST STRAWB 15 g BEBETO,90955285,BEBETO,0.02 kg,ko,0.29,19.33,,,0.29,8690146675013,HRANA
FLIPS BOBI RINGS 70 g,90955290,BOBI,0.07 kg,ko,1.09,15.57,,,1.09,3858891591285,HRANA
ČOKOLADA MERCI NOUGAT 100 g,90955319,MERCI,0.10 kg,ko,2.79,27.9,,,2.79,4014400916751,HRANA
BOMBON HARIBO ZL MEDO KANTICA 1000 g,90930144,HARIBO,1.00 kg,ko,9.99,9.99,,,9.99,4001686329047,HRANA
ADVENTSKI KALENDAR AFTER EIGHT 199 g,90974721,AFTER EIGHT,0.20 kg,ko,2,10.05,,,13.99,8000300423808,HRANA
PRALINE OREO MILKA 245 g,90974757,MILKA,0.25 kg,ko,2,8.16,,,10.99,7622202297373,HRANA
KAŠA ZOB BOOM BOX ČOKOLADA 300 g,90949697,BOOM BOX,0.30 kg,ko,,9.3,2.79,3.99,3.99,3856027803165,HRANA
GRISSINI MINI CHILLI 70 g NUTRIBELLA,90954880,NUTRIBELLA,0.07 kg,ko,0.99,14.14,,,0.99,8600103145527,HRANA
ZOBENI BAR ACT ZONE RIBIZ/ARONI 40 g,90975562,ACTIVE ZONE,0.04 kg,ko,0.69,17.25,,,0.69,3850334445568,HRANA
DIMLJENE SVINJSKE NOGICE PIVAC,90950048,PIVAC,1.00 kg,kg,3.49,3.49,,,3.49,3858881619418,HRANA
FLIPS POM BAR ORIGINAL XXL 150 g,90934721,POM BAR,0.15 kg,ko,1.5,10,,,2.29,3856021307584,HRANA
ZOBENI BAR ACT ZONE ČOKO/KOKOS 40 g,90975566,ACTIVE ZONE,0.04 kg,ko,0.69,17.25,,,0.69,3850334445582,HRANA
MEDENJACI SM CHRISTMAS TREE 225 g,90955270,SPECIAL MOMENTS,0.23 kg,ko,1,4.44,,,2.99,3850334444646,HRANA
PRALINE SPECIAL M CREME BRULEE 200 g,90955286,SPECIAL MOMENTS,0.20 kg,ko,3,15,,,4.79,3850334442161,HRANA
QUICHE LORRAINE OMAMA 1250 g,90965295,OMAMA,1.25 kg,ko,25.99,20.79,,,25.99,3859894132161,HRANA
LOTTINA TORTA OMAMA 1550 g,90965298,OMAMA,1.55 kg,ko,32.99,21.28,,,32.99,3859893856020,HRANA
KEKS PLAZMA 600 g,90930033,BAMBI,0.60 kg,ko,,5.82,3.49,4.99,4.99,8600043001280,HRANA
PAN RIB  FILET LEDO 7 VR.SJEM 250 g,90955715,LEDO,0.25 kg,ko,4.99,19.96,,,4.99,3850116067773,HRANA
OSLIĆ ARGENTINSKI EVA FILETI 385 g,90955727,EVA,0.39 kg,ko,,11.38,4.38,5.49,5.49,3856020283735,HRANA
TARTAR UMAK 90 g ZVIJEZDA,90935032,ZVIJEZDA,0.09 kg,ko,1.19,13.22,,,1.19,3856015332875,HRANA
BOMBONI NIM2 MINIS 20/1 258 g,90975634,NIMM2,0.26 kg,ko,3.49,13.53,,,3.49,4014400937091,HRANA
KREKER SALTAS PRETZEL SLANI 100 g,90955364,SALTAS,0.10 kg,ko,0.99,9.9,,,0.99,3856014107368,HRANA
GAMBER ARGENTINA MESO  300 g,90929961,FISHERIJA,0.30 kg,ko,11.99,39.97,,,11.99,3856024300032,HRANA
KOZICE U HRSKAVOJ PANADI 250 g,90929963,FISHERIJA,0.25 kg,ko,5.99,23.96,,,5.99,3859894239532,HRANA
POSEBNA K PLUS 500 g,90969692,K PLUS,0.50 kg,ko,1.69,3.38,,,1.69,3850334446565,HRANA
SIR KOZJI 100 g GOAT FARM,90969714,GOAT FARM,0.10 kg,ko,2.49,24.9,,,2.49,5907627471532,HRANA
RAJČICA PASIRANA ST 680 g E BUONO,90930047,E BUONO,0.68 kg,ko,1.59,2.34,,,1.69,3858894141982,HRANA
KEKS KINDER DUO T12 150 g,90950349,FERRERO,0.15 kg,ko,4.39,29.27,,,4.39,8000500385807,HRANA
DESERT JAJE PAW PATRO 20 g HAPPYLAND,90975471,HAPPY LAND,0.02 kg,ko,1.09,54.5,,,1.09,38900440,HRANA
BUDDY KEKSI ROLICE GOVEDINA 500 g,90975797,BUDDY,0.50 kg,ko,,3.98,1.99,1.99,1.99,3838900845707,HRANA
CHOCO CHIPS SM MILK ČOKO/LJEŠ 100 g,90956009,SPECIAL MOMENTS,0.10 kg,ko,2,20,,,3.49,3850334428615,HRANA
URBENES KAJMAK NAMAZ 180 g SAGA M,90975913,SAGA M,0.18 kg,ko,3.99,22.17,,,3.99,3830082720025,HRANA
KAJMAK NAMAZ 180 g SAGA M,90975914,SAGA M,0.18 kg,ko,3.79,21.06,,,3.79,3830082720018,HRANA
KEKS FINESSE KOKOS PVC 600 g,90935052,FINESSE,0.60 kg,ko,2,3.33,,,4.99,3850334440426,HRANA
ČIPS DORITOS COOL ORIGINAL 90 g,90950439,DORITOS,0.09 kg,ko,1.99,22.11,,,1.99,8606033742232,HRANA
ČIPS LAY S  MAXX BURGER 120 g,90950442,PEPSICO,0.12 kg,ko,,16.58,1.99,2.29,2.29,5900259139597,HRANA
BOMBON HARIBO KISELI KRUMPIRIĆI 100g,90381344,HARIBO,0.10 kg,ko,1.59,15.9,,,1.59,9002975331555,HRANA
RAJČICA SJECKANA BIO ZONE 400 g,90854744,BIO ZONE,0.40 kg,ko,1.29,3.23,,,1.29,3838900843222,HRANA
ULJE ORAH HLAD PREŠ 250ml LETIFICO,90412458,LETIFICO,0.25 l,ko,6.66,26.64,,,6.66,3859893457012,HRANA
CHICKEN BITES CEKIN 600 g,90899993,CEKIN,0.60 kg,ko,8.29,13.82,,,8.29,3850159141164,HRANA
OCAT BALZAMSKI SPRAY 250ml PONTI,03127026,PONTI,0.25 l,ko,4.89,19.56,,,4.89,8001010050582,HRANA
SLAD MILKA JAGODA CHEESE ŠTAPIĆ 90ml,90703674,MILKA,0.09 l,ko,1.99,22.11,,,2,5900130040288,HRANA
PASTA PAPRIKA TUBA 190 g PODRAVKA,90890334,VEGETA NATUR,0.19 kg,ko,1.99,10.47,,,1.99,3856020278199,HRANA
ZAČIN GRILL MARIN. CLAS. 75g VEGETA,90484170,VEGETA,0.08 kg,ko,1.29,17.2,,,1.29,3856020246471,HRANA
RIŽA CRNA 500g GALLO,04061583,RISO GALLO,0.50 kg,ko,3.49,6.98,,,3.49,8001420002782,HRANA
MJEŠ ZAČ ZA SVINJ Q&E 30g KOTANYI,90698148,KOTANYI,0.03 kg,ko,0.99,33,,,0.98,9001414237236,HRANA
PUSLICE 130 g GECCHELE,90889756,GECCHELE,0.13 kg,ko,2.79,21.46,,,2.79,8015854020106,HRANA
UMAK PESTO BADEM 130g RIO MARE,90706411,RIO MARE,0.13 kg,ko,2.89,22.23,,,4.49,8004030506091,HRANA
INSTANT NES CL 2g NESTLE,04071118,NESCAFE,0.00 kg,ko,0.39,195,,,0.35,7613036442275,HRANA
DALMATINSKI ZAČIN BOČICA 18g NADAL,04101199,NADALINA,0.02 kg,ko,1.99,110.56,,,1.79,3858881586079,HRANA
PALENTA ŽUTA 500g IZIDOR ,90453596,IZIDOR,0.50 kg,ko,1.19,2.38,,,1.19,3859893567018,HRANA
DESERT KINDER HAPPY HIPPO COCO T5 103.5g,90364378,FERRERO,0.10 kg,ko,2.99,28.89,,,2.79,8000500023624,HRANA
CREMA PAŠTETA OD BAKALARA S MASL 100g,90324466,BACCALA DELLA MAMMA,0.10 kg,ko,3.29,32.9,,,3.29,3859890853138,HRANA
ZAČIN MEXICO TACOS 40g VR KOTANYI,01490394,KOTANYI,0.04 kg,ko,1.69,42.25,,,1.69,9001414418130,HRANA
KINDER BUENO MINI JAJA 80g,90734760,FERRERO,0.08 kg,ko,1.5,18.75,,,1,8000500394106,HRANA
TUBA VOĆNA HIPP KRUŠ JAB MANG MARAK 100g,90290040,HIPP,0.10 kg,ko,1.35,13.5,,,1.35,4062300278585,HRANA
KAVA MACC BADEM BJ ČOKO DG 10/1 140g BARCAFFE,90824846,BARCAFFE,0.14 kg,ko,4.49,32.07,,,3.98,3838471055017,HRANA
SIR TVRDI OTOČAN 45% MIH,02055549,SIRANA MIH,1.00 kg,kg,24.99,24.99,,,24.99,3859891700028,HRANA
ČAJ KAMILICA&LEMONGR AHMAD 20X2g,90147004,AHMAD,0.04 kg,ko,2.65,66.25,,,2.65,054881000062,HRANA
DESERT KNOPPERS PEANUT BAR 40g,90673140,KNOPPERS,0.04 kg,ko,0.85,21.25,,,0.85,40144467,HRANA
KREKER SALTAS SLANINA 100g,90829677,SALTAS,0.10 kg,ko,0.95,9.5,,,0.95,3856014107573,HRANA
KOBASICE ISTRIJANSKE cca 300g BURETIĆ,90403990,BURETIĆ,1.00 kg,kg,17.99,17.99,,,17.99,,HRANA
SOL KUHINJSKA JODIRANA ST 135g KOTANYI,90412446,KOTANYI,0.14 kg,ko,1.19,8.81,,,1.19,9001414040522,HRANA
TUBA FRULLÀ BIO JAB/BRESK 100g,90734710,FRULLA,0.10 kg,ko,0.89,8.9,,,0.89,8024985011044,HRANA
KAKAO NAPITAK VITAMIN 15g STEVIQ,90794793,STEVIQ,0.02 kg,ko,0.3,20,,,0.89,3858893680253,HRANA
DRESSING BALSAMICO 250ML KUHNE,01491219,KUHNE,0.25 l,ko,2.79,11.16,,,2.79,40122663,HRANA
MUESLI FRUIT 350 g OPLANT,90869769,OPLANT,0.35 kg,ko,3.99,11.4,,,3.99,3856020274320,HRANA
UMAK ZIK ZAK LJUTI 310 g PODRAVKA,90889986,PODRAVKA,0.32 kg,ko,2.49,7.78,,,2.49,3856020275730,HRANA
MJEŠ ZAČ ZA VARIVO Q&E 26g KOTANYI,90698155,KOTANYI,0.03 kg,ko,0.99,38.08,,,0.98,9001414037300,HRANA
LIZALICE COCTAIL MIX 48/1 920g ROSHEN,90739686,ROSHEN,0.92 kg,ko,5.99,6.51,,,5.99,4823077630743,HRANA
SIR LEĆEVAČKI MLADI 300g DALMAT SIREVI,90404173,DALMATINSKI SIREVI,0.30 kg,ko,5.79,19.3,,,5.79,3859893220333,HRANA
MEDALJONI HELJDA O'PLANT 400g,90704580,O PLANT,0.40 kg,ko,3.99,9.98,,,3.99,3856020261207,HRANA
UMAK CHILLISAUCE HOT 270ml GO TAN,90572557,GO-TAN,0.27 kg,ko,3.49,12.93,,,3.49,8710605030280,HRANA
PAHULJICE 4 ŽITAR BIO ZONE 500g,90513560,BIO ZONE,0.50 kg,ko,1.79,3.58,,,1.79,3838900804186,HRANA
BOMBON GUM LEPTIR 125 g BEAUTY SW,90880102,BEAUTY SWEETIES,0.13 kg,ko,2.89,23.12,,,2.89,4260278366116,HRANA
KIM ZRNO 10g ŠAFRAM,04100237,ŠAFRAM,0.01 kg,ko,0.49,49,,,0.42,3859888163133,HRANA
SLAD BOUNTY ICE CREAM 51.6g,90598703,MARS,0.05 kg,ko,1.99,38.57,,,1.99,5000159483049,HRANA
BOMBON GUM JAGODA 80 g SOUR PATCH ,90835020,SOUR PATCH,0.18 kg,ko,1.09,6.06,,,1.09,7622202207273,HRANA
OCAT PLAVAC MALI 0.5 L VRBANEK,90572612,VRBANEK,0.50 l,ko,2.89,5.78,,,2.89,3859891209422,HRANA
BLUEFIN TUNA SAKU 200 g,90887051,PELAGOS,0.20 kg,ko,,54.9,10.98,12.99,12.99,3857500141408,HRANA
UMAK FRIED NOODLES 190ml MAGGI,90769809,MAGGI,0.19 kg,ko,3.99,21,,,3.99,8445291156586,HRANA
KAŠICA FRUTEK BIO JAB MRK 120g,03141208,FRUTEK,0.12 kg,ko,1.25,10.42,,,1.25,3838945016490,HRANA
SLAD MILKA ŠTAPIĆ 3x90ml,90703701,MILKA,0.27 l,ko,8.39,31.04,,,6.99,5900130038469,HRANA
UMAK RAJČICA I MASLINE 400g MUTTI ,90704967,MUTTI,0.40 kg,ko,2,5,,,2.99,8005110516009,HRANA
FANT UMAK CURRY 28 g PODRAVKA,90770338,FANT,0.03 kg,ko,1.19,42.5,,,1.19,3856020269401,HRANA
FLIPS GERBER KUKURUZ 28 g,90874766,GERBER,0.03 kg,ko,1.89,67.5,,,1.89,8445291463523,HRANA
SARDINA S POVRĆEM ADRIA MARE 105 g,90890324,ADRIA MARE,0.11 kg,ko,1.09,10.38,,,1.09,3850334440839,HRANA
MLIJEKO ZAMJ HIPP 3 BIO 600g,90054347,HIPP,0.60 kg,ko,11.99,19.98,,,11.99,4062300355439,HRANA
KAVA ESPR DELIZIOS JM NS 30/1 168 g,90874670,JULIUS MEINL,0.17 kg,ko,15.59,92.8,,,15.59,9000403972547,HRANA
KAPSULE ILLY ETHIOPIA 120.6g 18/1 ,90669630,ILLY,0.12 kg,ko,11.29,94.08,,,11.29,8003753142654,HRANA
MAJČINA DUŠICA 19g KOTANYI,04100389,KOTANYI,0.02 kg,ko,2.15,113.16,,,2.15,9001414040515,HRANA
SIR M APET KOC ČEŠ PERŠ 200 g/410 g,90850723,ARLA,0.20 kg,ko,3.99,19.95,,,3.99,5711953182617,HRANA
ARONIJA SUŠENA MLJEVENA 100g BOBO,90403932,BOBO,0.10 kg,ko,3.45,34.5,,,3.45,3859893313332,HRANA
JUN LOPATICA BK,02412052,PIK VRBOVEC,1.00 kg,kg,,12.49,12.49,13.49,10.99,3850139411164,HRANA
MLIJ NAM K PLUS 70g,90724740,K PLUS,0.07 kg,ko,,6.43,0.45,0.49,0.55,3850334063182,HRANA
ČIPS HRUSTY SLANI RR 150g,90699035,HRUSTY,0.15 kg,ko,,6.13,0.92,0.99,1.15,3850334009760,HRANA
SIR TOP TROK PLAVA ZDENKA 140g,02103198,ZDENKA,0.14 kg,ko,2.19,15.64,,,2.25,3858888590093,HRANA
KRASTAVAC K PLUS II KL 330g,01520999,K PLUS,0.33 kg,ko,1.45,4.39,,,1.65,3850334117977,HRANA
PRŠUT RUŽA NAR 500g MAP PISINIUM,90319748,PISINIUM,0.50 kg,ko,16.99,33.98,,,16.49,3858884936444,HRANA
INSTANT KAVA RITUAL GOLD 200 g,90749848,RITUAL,0.20 kg,ko,,29.1,5.82,7.29,7.29,3850334083180,HRANA
JOGURT TEKUĆI 1.5 KG DUKAT,90514027,DUKAT,1.50 kg,ko,3.29,2.19,,,3.05,3850354016038,HRANA
LIMETA,01411177,,1.00 kg,kg,3.99,3.99,,,2.49,3850334173645,HRANA
PIL BATAK OBIT PAK VINDIJA,02430047,CEKIN,1.00 kg,kg,5.79,5.79,,,5.79,3850159110597,HRANA
HAMBURGER VAK 350g PIK,90141927,PIK VRBOVEC,0.35 kg,ko,6.49,18.54,,,6.49,3850139051353,HRANA
CORDON BLEU OD PIL/PUR MESA 490 g,90307319,AIA,0.49 kg,ko,,6.1,2.99,3.49,2.65,8008110258795,HRANA
BOMBONJERA GRIOTTE 204g,04250899,GRIOTTE,0.20 kg,ko,7.69,37.7,,,7.19,3850102125821,HRANA
SOL MORSKA SITNA 1kg KUT SOLANA,04110310,SOLANA PAG,1.00 kg,ko,0.89,0.89,,,0.89,3859888155114,HRANA
JOGURT 2.8% 1000g PET BOCA VINDIJA,90513894,Z BREGOV,1.00 kg,ko,2.49,2.49,,,2.45,3850108037388,HRANA
PILEĆI RASJEK PREMIUM CCA 1000g VINDIJA,02431542,CEKIN,1.00 kg,kg,,4.19,4.19,5.19,5.19,3850159110610,HRANA
TLAČENICA PREMIUM,90240347,SILMA,1.00 kg,kg,7.03,7.03,,,7.03,3859892782269,HRANA
JAJA SVJEŽA K PLUS L 10/1,02510565,K PLUS,10.00 ko,ko,2.99,0.3,,,2.65,3850334114211,HRANA
PILEĆI FILE OD PRSA OB PAK PODL KOKA,02434282,CEKIN,1.00 kg,kg,12.69,12.69,,,12.69,3850159110580,HRANA
PANONA SALAMA S PAPRIKOM MA PIK,90054782,PIK VRBOVEC,1.00 kg,kg,21.99,21.99,,,21.99,3850139011036,HRANA
NAREZAK MESNI 150g PODRAVKA,02160091,PODRAVKA,0.15 kg,ko,1.89,12.6,,,1.89,3859890848196,HRANA
PIKO PARIZER S POV PIK VRBOVEC,02044220,PIKO,1.00 kg,kg,8.99,8.99,,,8.99,3850139190748,HRANA
FLIPS SMOKI 130g ŠTARK,04142263,SOKO ŠTARK,0.13 kg,ko,1.29,9.92,,,1.29,8600939507087,HRANA
TUNA SALATA MEXICO FRINSA 210/160G,90354033,OCEAN,0.16 kg,ko,,11.19,1.79,2.25,2.25,3850334074034,HRANA
TELEĆA LOPATICA SK T BOER,90518557,T BOER & ZN,1.00 kg,kg,,8.49,8.49,8.19,8.89,,HRANA
KULEN BARANJSKI CCA 1kg MA BELJE,02019508,BELJE,1.00 kg,kg,29.99,29.99,,,29.99,3850257051501,HRANA
KRASTAVAC DELIKATES 350g ZVIJEZDA,01520102,ZVIJEZDA,0.35 kg,ko,2.99,8.54,,,2.99,3856015303240,HRANA
BANANA SNIŽENJE,01411643,,1.00 kg,kg,1.19,1.19,,,1.19,,HRANA
JABUKA CRIPPS PINK,01413011,,1.00 kg,kg,1.99,1.99,,,1.89,3850334386038,HRANA
BAKALAR SUSENI VAKUMIRANI 600-800g NOTO,90076032,NOTO,1.00 kg,kg,59.99,59.99,,,50.99,,HRANA
KAVA JUBILARNA MLJEV 400g VR FRANCK,04070059,JUBILARNA,0.40 kg,ko,,16.23,6.49,6.49,8.29,3858881085596,HRANA
PRŠUT DALMATIKO 80g NAR,90087584,DALMATIKO,0.08 kg,ko,2.99,37.38,,,2.99,3858889493331,HRANA
MJEŠAV ZA FRANCUSKU GARDEN GOOD 1kg,90739839,GARDEN GOOD,1.00 kg,ko,1.99,1.99,,,1.39,3838900835371,HRANA
TIROLSKA KOB PIK VRBOVEC,02032322,PIK VRBOVEC,1.00 kg,kg,9.99,9.99,,,9.99,3850139170054,HRANA
LASAGNE BOLOGNESE MINUTE 1000g,90057933,MINUTE,1.00 kg,ko,,3.79,3.79,3.79,3.79,3850334433985,HRANA
PILE GRIL DOMAĆE SVJ,90324743,CEKIN,1.00 kg,kg,2.79,2.79,,,2.79,3850159112881,HRANA
LUK ŽUTI 1 kg,01400200,KORA,1.00 kg,ko,0.99,0.99,,,0.99,3850334049667,HRANA
SLAD LEDO MACHO ČOKOLADA 75ML,02350635,MACHO,0.08 l,ko,1.89,25.2,,,1.89,3850116612621,HRANA
ŽV GUMA ORBIT SPEARMINT BOČ 64 g,90770783,WRIGLEY,0.06 kg,ko,3.69,57.66,,,3.69,4009900537506,HRANA
DINOSAURI PIL PANIR 600g SMR VINDI,02435511,CEKIN,0.60 kg,ko,7.69,12.82,,,7.69,3850159141911,HRANA
CAPPUCCINO BAJADERA 8/1 148g FRANCK,90825459,FRANCK,0.15 kg,ko,,24.26,3.59,4.29,4.29,3850291055459,HRANA
KEČAP BLAGI 500g ZVIJEZDA,01490071,ZVIJEZDA,0.50 kg,ko,1.99,3.98,,,1.49,3858882210874,HRANA
MLIJEKO SVJ ESL 3.2% M.M.1L KRAVICA,90570300,KRAVICA KRALJICA,1.00 l,ko,1.39,1.39,,,1.29,3856015324399,HRANA
MORTADELA VAC PIK VRBOVEC,02036477,PIK VRBOVEC,1.00 kg,kg,10.89,10.89,,,8.49,3850139170986,HRANA
INSTANT NES CL LIM NESTLE 200g,90036869,NESCAFE,0.20 kg,ko,10.99,54.95,,,9.99,7891000255025,HRANA
KRUH POLUBIJELI 700g PAK MLINAR,04011230,MLINAR,0.70 kg,ko,1.69,2.41,,,1.55,3858881127500,HRANA
SIR SVJ POSNI PROT ACTIVE ZONE 500g,90734914,ACTIVE ZONE,0.50 kg,ko,,2.78,1.39,1.99,1.85,3850334411730,HRANA
POMMES FRITES MINUTE 1Kg,90478446,MINUTE,1.00 kg,ko,,1.99,1.99,1.99,2.29,3859888798991,HRANA
MEĐIMURSKO PILE PODL PERUTNINA,90037649,MEĐIMURSKO PILE,1.00 kg,kg,3.31,3.31,,,3.31,3850220111157,HRANA
DANISH WHITE DIVAN GARDEN 800g,90448183,DIVAN GARDEN,0.80 kg,ko,,4.94,3.95,3.95,3.95,3859893493430,HRANA
ŠUNKA U OVITKU PIK VRBOVEC,02032319,PIK VRBOVEC,1.00 kg,kg,12.29,12.29,,,12.29,3850139170856,HRANA
POSEBNA 1000g VINDIJA,02041342,CEKIN,1.00 kg,kg,3.65,3.65,,,3.65,3850159125522,HRANA
KOMPOT MARELICA POL 820/480 g EXCELS,90886703,EXCELSIOR,0.48 kg,ko,3.19,6.65,,,3.19,9001397501492,HRANA
DESERT CASALI ČOKO BANANE MINI 110 g,90887237,CASALI,0.11 kg,ko,1.99,18.09,,,1.79,9000332812662,HRANA
PECIVO BLAGD PINCA 100g PAN PEK,90598881,PEK PEK,0.10 kg,ko,0.99,9.9,,,0.99,3859888751538,HRANA
SV SLAB I LEĐA BK CCA 580G K PLUS,90890218,K PLUS,1.00 kg,kg,5.99,5.99,,,7.99,3850139286328,HRANA
DRESSING FRANCH 350 ml THOMY,90890360,THOMY,0.35 l,ko,3,8.57,,,3.99,8445291866164,HRANA
SV SLAB I LEĐA SK CCA 600G K PLUS,90890216,K PLUS,1.00 kg,kg,,3.99,3.99,5.99,6.19,3850139286311,HRANA
POMMES FRITES LEDO 500 g,90886971,LEDO,0.50 kg,ko,2.99,5.98,,,2.99,3850116068053,HRANA
JOG YOSHAKE JAGODA VANIL 300 g DUKAT,90885847,DUKAT,0.30 kg,ko,,5.63,1.69,1.69,1.69,3850354019312,HRANA
NAPOLITANKE ČOKOLADA 420 g LASTA,90890533,LASTA,0.42 kg,ko,3.29,7.83,,,3.39,3870128039711,HRANA
LASAGNE BOLOGNESE BEEF 1kg COME A CASA,90407002,COME A CASA,1.00 kg,ko,5.99,5.99,,,5.99,5900741604978,HRANA
JUN MR S BIFTEKOM ,02410101,PIK VRBOVEC,1.00 kg,kg,10.49,10.49,,,9.49,3850139410020,HRANA
MILKSHAKE M-MINUTE MIX 20x230ml,90731087,MINUTE,4.60 l,ko,29.8,6.48,,,29.8,3838900829370,HRANA
LIGNJA PATAGONICA CIJELA 500g WOFCO,90370513,WOFCO,0.50 kg,ko,7.49,14.98,,,3.98,8436565910461,HRANA
SV VRAT SK II KAT  ,02402347,PIK VRBOVEC,1.00 kg,kg,,3.19,3.19,5.35,3.69,3850139523362,HRANA
SMOOTHIE B'AKTIV JAG/ANAN 330g,90514035,B'AKTIV,0.33 kg,ko,1.99,6.03,,,1.85,3850354015901,HRANA
KEKS ČAJNI KOLUTIĆI 1000g KRAŠ,90800317,KRAŠ,1.00 kg,ko,3.49,3.49,,,3.49,3850102009954,HRANA
ČOKOL DORINA MLIJEČNA 80g,04213178,DORINA,0.08 kg,ko,1.03,12.88,,,1.03,3850102111961,HRANA
KULEN 650g REZ PIK,90180362,PIK,1.00 kg,kg,20.79,20.79,,,20.79,,HRANA
LINZER MARELICA 310g K PLUS,90291826,K PLUS,0.31 kg,ko,2.99,9.65,,,2.49,3850334350527,HRANA
CARSKA MJEŠAVINA 400g LEDO,90668464,LEDO,0.40 kg,ko,,4.63,1.85,1.85,2.29,3850116053318,HRANA
SV VRAT SK U KOŽI  ,02402307,PIK VRBOVEC,1.00 kg,kg,4.29,4.29,,,4.55,3850139523041,HRANA
POSEBNA 500g VINDIJA,02048431,CEKIN,0.50 kg,ko,1.99,3.98,,,1.99,3850159125027,HRANA
SIR MEKI BIJELI K PLUS ARETOS 250g,90141697,K PLUS,0.25 kg,ko,2.65,10.6,,,2.65,3850334407306,HRANA
SLANINA DOM SUHA CCA 700g PIVAC,90598409,PIVAC,1.00 kg,kg,16.29,16.29,,,16.29,3858884997100,HRANA
KAŠICA INST ČOKOLINO 1kg VREĆ,04170091,LINO,1.00 kg,ko,8.99,8.99,,,8.99,3850104017537,HRANA
LIGNJA PATAGONICA TUBA I KR 1 kg,90799776,WOFCO,1.00 kg,ko,10.99,10.99,,,6.99,8436607576747,HRANA
SIR TVRDI EMMENTALER K PLUS 300g,02053911,K PLUS,0.30 kg,ko,2.99,9.97,,,2.99,3850334189134,HRANA
SIR K PLUS TILZIT 100G,90216548,K PLUS,0.10 kg,ko,,11.9,1.19,1.39,1.39,3850334571083,HRANA
NARANČA,01411575,,1.00 kg,kg,,0.99,0.99,1.49,1.49,3858885876961,HRANA
JOGURT TEKUĆI 180g DUKAT,02330863,DUKAT,0.18 kg,ko,0.44,2.44,,,0.44,3850354000921,HRANA
MAHUNA ŽUTA 400g LEDO,90668455,LEDO,0.40 kg,ko,,3.98,1.59,1.99,1.6,3850116053226,HRANA
OCAT ALKOHOLNI 1L KISKO,03120013,KISKO,1.00 l,ko,1.29,1.29,,,1.29,3850164310111,HRANA
KULENOVA SEKA BELJE,90672766,BELJE,1.00 kg,kg,,21.99,21.99,21.99,21.99,3850257051518,HRANA
OCAT K PLUS ALKOHOLNI 1L,90063889,K PLUS,1.00 l,ko,0.69,0.69,,,0.69,3850334350404,HRANA
